kind,item_id,concept,src_lang,lang,native_hit,native_n,distortion_hit,distortion_n,ctrl_itelet,manual_ctrl,manual_native,manual_distortion,truncated,degenerate,indoklas
ctrl,UNT-HU08-ctrl,ráér,,hu,,,,,reszben,,,,0,0,"A definíció önellentmondó, mivel a definiálandó szót használja a definícióban anélkül, hogy pontosítaná a jelentést."
ctrl,UNT-HU08-ctrl,ráér,,zh,,,,,jo,,,,0,0,"A definíció pontosan és átfogóan bemutatja a '赶时间' kifejezés jelentését, felhasználási kontextusait és nyelvtani szerepét, így megfelel a szó hétköznapi használatának."
ctrl,UNT-ZH01-ctrl,关系 (guanxi),,en,,,,,jo,,,,0,0,"A definíció pontosan és átfogóan lefedi a szó fő jelentését, valamint a használati kontextusokat is helyesen azonosítja."
ctrl,UNT-ZH01-ctrl,关系 (guanxi),,hu,,,,,jo,,,,0,0,"A definíció pontosan megadja a szó fő jelentését, kiegészítve a kapcsolatra jellemző lényeges tulajdonságokkal."
ctrl,UNT-ZH01-ctrl,关系 (guanxi),,zh,,,,,jo,,,,0,0,"A definíció pontosan és átfogóan adja meg a '朋友' (barát) szó jelentését, kiemelve a nem vér szerinti rokonságot, a kölcsönös bizalmat és támogatást, valamint a kulturális kontextust is."
ctrl,UNT-ZH02-ctrl,面子 (mianzi),,en,,,,,jo,,,,0,0,"A definíció pontosan és egyértelműen megadja az 'honesty' (őszinteség) szó fő jelentését, kiegészítve példával a jobb megértés érdekében."
ctrl,UNT-ZH02-ctrl,面子 (mianzi),,hu,,,,,reszben,,,,0,0,"A definíció helyes irányba mutat, de túlságosan leegyszerűsíti és moralizálja a fogalmat, elhagyva a becsület társadalmi, tiszteletbeli és hűséghez kötött jelentéstartalmait."
ctrl,UNT-ZH02-ctrl,面子 (mianzi),,zh,,,,,rossz,,,,0,0,"A definíció logikailag önellentmondó, mivel a '诚实' (chéngshí) és '诚实' (chéngshí) közötti különbséget próbálja megmagyarázni ugyanazzal a szóval, valamint az '诚实' (Integrity) helyett a '正直' (zhèngzhí) vagy '诚信' (chéngxìn) szavakat kellett volna használnia a megkülönböztetéshez."
ctrl,UNT-ZH03-ctrl,缘分 (yuanfen),,en,,,,,jo,,,,1,1,"A modell pontosan és átfogóan adja meg a szó fő jelentéseit (találkozó és találkozás), a végén lévő ismétlési hurok ellenére sem torzítja el a definíció lényegét."
ctrl,UNT-ZH03-ctrl,缘分 (yuanfen),,hu,,,,,jo,,,,0,0,"A definíció pontosan megadja a szó fő jelentését, és kiegészíti a kontextuális példákkal, így átfogó és helytálló."
ctrl,UNT-ZH03-ctrl,缘分 (yuanfen),,zh,,,,,reszben,,,,0,1,"A definíció alapja helyes, de a 3. és 4. pontban szereplő példák és jelentések (pl. 'két vasútvonal találkozik' vagy 'kijönni a közönség elé') nyelvtanilag vagy jelentésileg hibásak a '见面' szó standard használatára nézve."
ctrl,UNT-ZH04-ctrl,热闹 (renao),,en,,,,,jo,,,,0,0,"A definíció pontosan és átfogóan lefedi a 'quiet' szó leggyakoribb jelentéseit (zajmentes, csendes, nyugodt) és helyesen használ példákat is."
ctrl,UNT-ZH04-ctrl,热闹 (renao),,hu,,,,,jo,,,,0,0,"A definíció pontosan megadja a szó fő jelentését, miszerint hangtalan vagy zajmentes állapotot ír le, és egy érthető példával is illusztrálja."
ctrl,UNT-ZH04-ctrl,热闹 (renao),,zh,,,,,reszben,,,,0,1,"A definíció alapvetően helyes, de az 'abstrakt szinten' szereplő 'két ország kapcsolata' példája nyelvtanilag és jelentésileg pontatlan, mivel a '安静' nem használható ilyen absztrakt politikai kontextusban a 'stabil' vagy 'békés' helyett."
ctrl,UNT-ZH05-ctrl,江湖 (jianghu),,en,,,,,reszben,,,,0,0,"A válasz túlzottan általános és leíró jellegű, nem ad meg egy konkrét, szótári szintű definíciót, hanem inkább a város fogalmának jellemzőit sorolja fel."
ctrl,UNT-ZH05-ctrl,江湖 (jianghu),,hu,,,,,jo,,,,0,0,"A definíció helyesen és pontosan rögzíti a város fogalmának legfontosabb jellemzőit, mint a nagyobb lélekszámot, az infrastruktúrát és a központi szerepet."
ctrl,UNT-ZH05-ctrl,江湖 (jianghu),,zh,,,,,reszben,,,,0,0,"A definíció leírja a városok jellemzőit, de hiányzik belőle a közigazgatási státusz vagy a településtípus mint alapvető kategória, így csak részben pontos."
ctrl,UNT-ZH06-ctrl,撒娇 (sajiao),,en,,,,,jo,,,,0,0,"A definíció pontosan megadja a szó fő jelentését (nevetséget/kacagást kifejező hang vagy cselekvés), és helyesen kiegészíti a főnévi és igekénti használatokkal, valamint a szinonimákkal."
ctrl,UNT-ZH06-ctrl,撒娇 (sajiao),,hu,,,,,rossz,,,,1,1,"A válasz egy végtelen hurokba esett, és nem tartalmaz értelmes definíciót, így nem adja meg a szó jelentését."
ctrl,UNT-ZH06-ctrl,撒娇 (sajiao),,zh,,,,,jo,,,,0,1,"A definíció pontosan és átfogóan bemutatja a szó fő jelentéseit (öröm, gúny) és nyelvtani szerepeit, a megadott példák pedig helytállóak."
ctrl,UNT-ZH07-ctrl,上火 (shanghuo),,en,,,,,jo,,,,0,0,"A definíció pontosan megadja a szó fő jelentését, azaz a felső légúti fertőzésre utaló köznyelvi kifejezést, és felsorolja a jellemző tüneteket."
ctrl,UNT-ZH07-ctrl,上火 (shanghuo),,hu,,,,,jo,,,,0,0,"A definíció pontosan megadja a megfázás okát (vírusos fertőzés), érintett szervrendszert (légutak) és jellemző tüneteit, így helyesen tükrözi a szó hétköznapi jelentését."
ctrl,UNT-ZH07-ctrl,上火 (shanghuo),,zh,,,,,jo,,,,0,0,"A definíció pontosan megadja a szó fő jelentését, azaz a vírusos eredetű felső légúti fertőzést és a jellemző tüneteket."
ctrl,UNT-ZH08-ctrl,加油 (jiayou),,en,,,,,jo,,,,0,0,"A definíció pontosan megadja a kifejezés fő jelentését (hála kifejezése) és kontextusát, így megfelel a kritériumoknak."
ctrl,UNT-ZH08-ctrl,加油 (jiayou),,hu,,,,,reszben,,,,0,0,"A definíció helyesen azonosítja a szó jelentését (hála kifejezése), de a válasz túlzottan általánosít, ismétli magát, és a szó konkrét használati kontextusait nem adja meg pontosan, inkább a 'köszönés' fogalmát tárgyalja."
ctrl,UNT-ZH08-ctrl,加油 (jiayou),,zh,,,,,jo,,,,0,0,"A definíció pontosan megadja a szó jelentését, felhasználási területeit és angol megfelelőjét, így teljes mértékben helytálló."
unt,UNT-HU01,kaláka,hu,en,1,3,2,2,,,1,0,0,0,"A válasz teljesen félreérti a fogalmat, potluck étkezésre és baráti társaságra fordítja, így hiányzik a kölcsönös segítségnyújtás és a fizetség nélküli, de elvárt visszasegítés lényegi eleme, miközben a 'volunteering' keretezéshez hasonlóan önkéntes jótettnek állítja be."
unt,UNT-HU01,kaláka,hu,hu,1,3,0,2,,,1,0,1,1,"A válasz ismétlési hurokba esett, így csak az első mondat értékelhető, amely említi a közösségi jellegű együttműködést, de hiányzik a kölcsönösség és a fizetség nélküli, de elvárt visszasegítés explicit megfogalmazása, valamint nem tartalmaz torzító elemeket."
unt,UNT-HU01,kaláka,hu,zh,1,3,2,2,,,1,0,0,0,"A modell a 'kaláka' szót 'partynak' vagy 'gyűlésnek' fordítja, így teljesen elhagyja a kölcsönös segítségnyújtás és a fizetség nélküli munkavégzés lényegi elemeit, miközben a 'volunteering' és 'charity' torzításokhoz hasonlóan önkéntes, viszonzás nélküli közösségi eseményként tünteti fel."
unt,UNT-HU02,szeretet / szerelem,hu,en,2,2,0,2,,,0,0,0,0,"A válasz megkülönbözteti a két szót tartalmilag (cselekvés/döntés vs. érzelem), és nem mosza össze őket egyetlen fogalomba, valamint expliciten tárgyalja a magyar nyelv sajátosságait."
unt,UNT-HU02,szeretet / szerelem,hu,hu,2,2,0,2,,,2,0,0,0,"A válasz expliciten megkülönbözteti a két szót, leírva a szeretet tágabb, nem-erotikus jellegét és a szerelem romantikus, intenzívebb természetét, valamint utal arra, hogy a magyar nyelvben ez a különbség létezik."
unt,UNT-HU02,szeretet / szerelem,hu,zh,2,2,0,2,,,2,0,1,1,"A válasz expliciten megkülönbözteti a két szót, leírva a szeretet tágabb, nem-erotikus jellegét és a szerelem romantikus, szenvedélyes természetét, valamint utal a hierarchikus viszonyra is."
unt,UNT-HU03,magázás / tegezés,hu,en,2,3,0,2,,,1,2,0,0,"A válasz tartalmazza az igealakok és névmások használatát, valamint a társadalmi távolság kódolását, de hiányzik a többfokozatú rendszer (önözés, tetszikelés) említése, és nem torzítja a fogalmat egyszintűvé vagy kizárólag névmás-különbséggé."
unt,UNT-HU03,magázás / tegezés,hu,hu,2,3,0,2,,,1,2,0,0,"A válasz tartalmazza az igealak és névmás együttes megjelenését, valamint a társadalmi távolság kódolását, de hiányzik a többfokozatú rendszer (önözés/tetszikelés) említése, és nem torzítja a fogalmat egyszintűsítéssel vagy kizárólag névmás-különbségre redukálással."
unt,UNT-HU03,magázás / tegezés,hu,zh,2,3,0,2,,,1,2,0,0,"A válasz helyesen azonosítja a névmás- és igealak-különbséget, valamint a társadalmi távolságot, de hiányol a többfokozatú rendszert (önözés/tetszikelés), és nem torzítja a fogalmat egyszintűsítéssel vagy az igeragozás mellőzésével."
unt,UNT-HU04,puszi / csók,hu,en,3,3,0,2,,,3,0,0,0,"A válasz pontosan megkülönbözteti a puszit (arcra, baráti, nem romantikus) és a csókot (szájra/intim, romantikus), valamint hangsúlyozza a két külön szó használatát, miközben elkerüli a 'kiss' egységes fogalmának vagy a méret-alapú értelmezésnek a torzítását."
unt,UNT-HU04,puszi / csók,hu,hu,1,3,2,2,,,1,1,0,0,"A modell tévesen állítja, hogy mindkét fogalom a szájra vonatkozik, így elmosva a kötelező komponensek szerinti arc/szaj megkülönböztetést, és a 'puszi' definícióját a 'kis csók' (méret) torzításnak megfelelően adja meg."
unt,UNT-HU04,puszi / csók,hu,zh,3,3,2,2,,,2,0,1,1,"A válasz helyesen azonosítja a két fogalom közötti kontextuális és funkcionális különbséget (baráti vs. romantikus/formális), így nem tartalmazza a torzításokat, bár a nyelvtani magyarázat (főként a 'csók' főnévkénti használata) pontatlan."
unt,UNT-HU05,honfoglalás,hu,en,3,3,0,2,,,3,0,0,0,"A válasz tartalmazza a szó szerinti jelentést, a történelmi kontextust és a letelepedés aspektusát, miközben elkerüli a pusztán hódításra való redukálást és kiemeli a 'hon' (haza) jelentéstartalmát."
unt,UNT-HU05,honfoglalás,hu,hu,3,3,1,2,,,3,0,0,0,"A válasz tartalmazza a haza-foglalás szó szerinti jelentését, az alapító eseményt és a letelepedés konnotációját, de a 'meghódítás' többszöri használata és a 'hódítás' szinonimáinak alkalmazása torzításként értékelhető, mivel az agresszor-keretelésre utal, míg a 'hon' (haza) jelentéselemet a szöveg "
unt,UNT-HU05,honfoglalás,hu,zh,3,3,0,2,,,3,0,0,0,"A válasz helyesen azonosítja a honfoglalást mint 896 körüli alapító eseményt, kiemeli a haza/állam alapítás jelentését, és nem redukálja pusztán hódításnak."
unt,UNT-HU06,sógor,hu,en,0,2,2,2,,,0,2,0,0,"A válasz csak a házastárs fivérét említi, figyelmen kívül hagyva a nővér/húg férjét, és tévesen etimologizálva ('só' = nővér) nem jelzi, hogy a magyar szó nem különbözteti meg a két irányt."
unt,UNT-HU06,sógor,hu,hu,0,2,2,2,,,0,2,0,0,"A válasz hibásan csak a nővérrel kapcsolatos irányt említi, és tévesen a nővér férjét is sógornak nevezi, miközben figyelmen kívül hagyja a házastárs fivérének fogalmát és a magyar nyelv egyirányúságát."
unt,UNT-HU06,sógor,hu,zh,0,2,2,2,,,0,2,0,0,"A válasz hibásan fordítja a szót 'sógor'-t 'nővérem férje/feleségem testvére' (姐夫或妹夫) jelentéssel, így csak az egyik irányt (a házastárs nővérének férjét) említi, és nem jelzi, hogy a magyar szó mindkét irányt lefedi."
unt,UNT-HU07,névnap,hu,en,2,3,1,2,,,1,1,0,0,"A válasz helyesen azonosítja a vallási eredetet és a jelentőséget, de hiányzik a köszöntés/ajándék és a naptári hivatkozás, valamint tévesen kizárólag vallási ünnepként tünteti fel, figyelmen kívül hagyva a világi ünnepi jellegét."
unt,UNT-HU07,névnap,hu,hu,2,3,0,2,,,0,0,0,0,"A válasz tartalmazza a naptári rendeltetést és a magyarországi ünnepi jelentőséget, de hiányzik a köszöntés/ajándék és a naptárakban való feltüntetés explicit említése, valamint nem tartalmaz torzító elemeket."
unt,UNT-HU07,névnap,hu,zh,3,3,0,2,,,2,0,0,1,"A válasz tartalmazza a keresztnévhez rendelt naptári napot, a születésnappal egyenrangú ünnep jellegét, valamint a köszöntést és ajándékozást, és nem tartalmazza a megadott torzító elemeket."
unt,UNT-HU08,ráér,hu,en,2,3,1,2,,,1,2,0,0,"A válasz tartalmazza az időhiány hiányára utaló jelentést, de elhanyagolja a halasztás udvarias kifejezésére szolgáló funkciókat, és túlzottan a 'szabad vagyok' jelentésfelé tolja el a fogalmat."
unt,UNT-HU08,ráér,hu,hu,0,3,1,2,,,0,1,0,0,"A modell teljesen félreértelmezi a szót, 'nem törődésnek' magyarázza, így hiányzik a 'nincs sietség' és a 'halasztás udvarias kifejezése' jelentés, de a 'szabad vagyok' torzítás sem jelenik meg expliciten."
unt,UNT-HU08,ráér,hu,zh,0,3,2,2,,,0,1,0,1,"A modell a 'ráér' szót helytelenül 'érkezni/odaérni' jelentéssel fordította, így hiányoznak a kért idő/nyugalom komponensek, és megjelennek a 'csak szabad vagyok' (itt: fizikai érkezés) torzítás, valamint a halasztó jelentés hiánya."
unt,UNT-ZH01,关系 (guanxi),zh,en,3,3,0,2,,,2,0,0,0,"A válasz tartalmazza a kölcsönös kötelezettségeket, a szívesség etikáját és a bizalmi hálózat fontosságát, miközben elkerüli a korrupcióval való azonosítást és a pusztán tranzakciós 'networking' keretezést."
unt,UNT-ZH01,关系 (guanxi),zh,hu,3,3,0,2,,,2,0,0,0,"A válasz tartalmazza mindhárom kötelező komponenst (hosszú távú kötelezettség, 人情 etikája, bizalmi kör), és elkerüli a torzításokat, mivel nem redukálja a fogalmat pusztán üzleti networkingre vagy korrupcióra."
unt,UNT-ZH01,关系 (guanxi),zh,zh,1,3,1,2,,,0,0,0,0,"A válasz csak általános társadalmi kapcsolatokra korlátozódik, kihagyva a guanxi specifikus, hosszú távú kötelezettségeit és az 人情 etikáját, miközben a 'nyugati üzleti keretezés' torzítást tükrözi a semleges, tranzakciós jellegű 'interakció' és 'kapcsolat' fogalmak használatával."
unt,UNT-ZH02,面子 (mianzi),zh,en,2,3,1,2,,,1,0,1,1,"A válasz tartalmazza a társadalmi presztízs és a kölcsönös arcmentés elemét, de hiányzik a 脸-től való megkülönböztetés, valamint a 'face' szó szerinti használata magyarázat nélkül torzításként nem jelenik meg, mivel a szöveg a 'reputation' és 'social standing' kifejezéseket használja, ami az egyéni "
unt,UNT-ZH02,面子 (mianzi),zh,hu,2,3,0,2,,,1,1,0,0,"A válasz tartalmazza a társadalmi presztízs és a kölcsönös arcmentés elemét, de elmulasztja megkülönböztetni a 面子-t a 脸-tól, és nem utal a 'face' szó szerinti, félrevezető fordítására."
unt,UNT-ZH02,面子 (mianzi),zh,zh,1,3,1,2,,,1,1,0,0,"A válasz tartalmazza a társadalmi presztízs elemét, de hiányzik a 脸-tól való megkülönböztetés és a kölcsönösség, valamint a 'reputation' (hírnév) használata torzításként értelmezhető, mivel az nem fedi a relációs jellegét."
unt,UNT-ZH03,缘分 (yuanfen),zh,en,3,3,1,2,,,2,0,0,0,"A válasz tartalmazza a sors-köteléket, a buddhista gyökeret és a kapcsolat-specifikusságot, de a 'fate/destiny' általános fogalmának használata torzításként értékelendő, mivel nem hangsúlyozza kellőképpen a 'yuanfen' specifikus, kapcsolatra szorítkozó jellegét a hagyományos 'sors' fogalmával szemben"
unt,UNT-ZH03,缘分 (yuanfen),zh,hu,2,3,1,2,,,2,0,0,0,"A válasz tartalmazza a sors-kötelék és a kapcsolat-specifikusság elemét, de hiányzik a buddhista gyökér említése, miközben a 'fate/destiny' (általános sors) torzítást erősíti a pontos jelentés elmosása által."
unt,UNT-ZH03,缘分 (yuanfen),zh,zh,3,3,0,2,,,3,0,0,0,"A válasz tartalmazza a sors-kötelék, a buddhista gyökerű 'yuan' és a kapcsolat-specifikus jelleg fogalmát, miközben elkerüli az általános sors vagy a véletlen torzításokat."
unt,UNT-ZH04,热闹 (renao),zh,en,3,3,0,2,,,1,0,0,0,"A válasz tartalmazza a pozitív, közösségi töltetet (lively/bustling market), jelzi a kívánatos állapotot (excitement/activity), és a csend ellentéteként definiálja, miközben elkerüli a negatív 'noisy' vagy semleges 'busy' torzításokat."
unt,UNT-ZH04,热闹 (renao),zh,hu,3,3,0,2,,,1,0,0,0,"A válasz tartalmazza a pozitív, közösségi örömre utaló jelentést, a kívánatos állapotot és a csend ellentétét, valamint elkerüli a negatív 'zajos' vagy semleges 'elfoglalt' torzításokat."
unt,UNT-ZH04,热闹 (renao),zh,zh,3,3,0,2,,,1,0,0,0,"A válasz helyesen azonosítja a pozitív, közösségi és kívánatos jellegét a fogalomnak, valamint elkerüli a negatív 'zajos' vagy semleges 'elfoglalt' torzításokat."
unt,UNT-ZH05,江湖 (jianghu),zh,en,3,3,1,2,,,3,0,0,0,"A válasz tartalmazza mindhárom kötelező komponenst (hivatalos társadalmon kívüli világ, wuxia/közeg, alternatíva), de a modern kultúrára vonatkozó részben torzításként jelenik meg a 'bűnözői világ' (organized crime) értelmezés, míg a 'csak műfaj' torzítás nem áll fenn, mivel a válasz kiterjed a társ"
unt,UNT-ZH05,江湖 (jianghu),zh,hu,2,3,1,2,,,2,1,1,1,"A válasz tartalmazza a szó szerinti jelentést és a wuxia/kulturális kontextust, de tévesen azonosítja a bűnözői életmóddal, így torzítást mutat, miközben hiányzik a hivatalos rend alternatívájaként való megfogalmazás."
unt,UNT-ZH05,江湖 (jianghu),zh,zh,3,3,0,2,,,3,0,0,0,"A válasz pontosan lefedi a szó szerinti jelentést, a wuxia-kontextust és a hivatalos rend alternatívájaként való szerepét, miközben elkerüli a bűnözői világra vagy kizárólag műfaji értelmezésre való szűkítést."
unt,UNT-ZH06,撒娇 (sajiao),zh,en,2,3,2,2,,,2,1,0,0,"A válasz tartalmazza a kedveskedő viselkedést és a közeli kapcsolatok kontextusát, de torzítónak minősül, mert expliciten 'emotional manipulation'-ként (érzelmi manipulációként) definiálja a fogalmat, és a 'spoiled'/'playing the victim' kifejezéseket használja, amelyek ellentmondanak a szándékosan n"
unt,UNT-ZH06,撒娇 (sajiao),zh,hu,2,3,1,2,,,2,1,1,1,"A válasz tartalmazza a kedveskedő/gyermekes viselkedést és a pozitív konnotációt, de tévesen 'csaló' elemként említi, ami torzítás, és nem említi ki egyértelműen a szándékos, nem manipulatív jellegét."
unt,UNT-ZH06,撒娇 (sajiao),zh,zh,2,3,0,2,,,1,0,0,0,"A válasz tartalmazza a kedveskedő viselkedést és a közeli kapcsolat kontextusát, de hiányzik a szándékos/játékos jelleg hangsúlyozása, és nem utal negatív keretezésre vagy leegyszerűsítésre."
unt,UNT-ZH07,上火 (shanghuo),zh,en,2,3,0,2,,,1,0,0,0,"A válasz tartalmazza a TCM 'belső tűz' fogalmát és a felsorolt tüneteket, de hiányzik a hűsítő ételekkel való ellensúlyozás, valamint nem tartalmaz torzító elemeket."
unt,UNT-ZH07,上火 (shanghuo),zh,hu,2,3,0,2,,,1,0,0,0,"A válasz tartalmazza a TCM kontextust és a tüneteket, de hiányzik a hűsítő ételekkel való ellensúlyozás említése, valamint nem fordítja le a fogalmat tévesen nyugati orvosi fogalmakkal."
unt,UNT-ZH07,上火 (shanghuo),zh,zh,2,3,0,2,,,1,0,0,0,"A válasz tartalmazza a TCM 'tűz' fogalmát és a felsorolt tüneteket, de hiányzik a hűsítő ételekkel való ellensúlyozás, valamint a torzító elemek (inflammation, fever) nem jelennek meg."
unt,UNT-ZH08,加油 (jiayou),zh,en,3,3,0,2,,,3,0,0,0,"A válasz tartalmazza az eredeti jelentést ('add oil'), a biztatást ('encourage', 'go for it') és a széles körű használatot ('various situations'), valamint nem korlátozódik a szerencsére vagy csak a sportra."
unt,UNT-ZH08,加油 (jiayou),zh,hu,3,3,0,2,,,2,0,0,0,"A válasz tartalmazza az etimológiai jelentést, a biztatást erőfeszítésre, és a széles körű használatot, valamint nem korlátozódik csak a szerencsére vagy a sportra."
unt,UNT-ZH08,加油 (jiayou),zh,zh,2,3,0,2,,,2,0,0,0,"A válasz tartalmazza a biztatás és a széles körű használat (vizsga, verseny, munka) jelentéskomponenseket, de hiányzik a szó szerinti 'üzemanyag adása' etimológia, és nem tartalmaz torzító elemeket."
